old_uuid,old_url,new_path,category
020b24ca-1231-4bdd-b05e-c76157f13bc3,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/020b24ca-1231-4bdd-b05e-c76157f13bc3.webp,content/5-key-benefits-of-opting-for-a-private-night-bus-t-01.webp,content
0252031d-3318-4927-b346-d6641fee8439,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/0252031d-3318-4927-b346-d6641fee8439.webp,content/fun-facts-about-washington-dc-01.webp,content
02c6872a-346c-4b2e-bdaa-377bf8970eef,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/02c6872a-346c-4b2e-bdaa-377bf8970eef.jpg,content/about-01.jpg,content
032ccecf-ebbe-4e8d-bbfc-e266e2b02a3c,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/032ccecf-ebbe-4e8d-bbfc-e266e2b02a3c.jpg,content/national-arboretum-azalea-collection-dc-tours-01.jpg,content
035b9c9e-f132-4b88-9818-998106b90076,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/035b9c9e-f132-4b88-9818-998106b90076.jpg,content/presidential-legacy-tours-dc-01.jpg,content
04dbe122-beaf-44db-bc5f-d8947f5ce693,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/04dbe122-beaf-44db-bc5f-d8947f5ce693.jpg,content/blog-01.jpg,content
06d665c4-1719-40d5-aa75-d93041cc4cf4,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/06d665c4-1719-40d5-aa75-d93041cc4cf4.webp,content/blog-02.webp,content
0833813e-ae61-4e42-84b4-61d3cc16611b,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/0833813e-ae61-4e42-84b4-61d3cc16611b.jpg,content/ultimate-vip-experience-luxury-transportation-01.jpg,content
083847b0-000c-43ba-9b25-0adab68345d8,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/083847b0-000c-43ba-9b25-0adab68345d8.webp,content/militaryservice-01.webp,content
08830338-ed8f-4af4-bd14-f691e411b0da,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/08830338-ed8f-4af4-bd14-f691e411b0da.jpg,content/washington-dc-holiday-events-guide-01.jpg,content
0935b2c9-a91a-416d-9629-4745f1eda5c1,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23SMARTDASH/0935b2c9-a91a-416d-9629-4745f1eda5c1.svg,icons/site-icon-01.svg,icons
0ae94183-4b0b-4862-a99b-8d84f3c701b0,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/0ae94183-4b0b-4862-a99b-8d84f3c701b0.jpg,content/index-01.jpg,content
0b8daa29-a742-489b-9e81-7b1528768fd8,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/0b8daa29-a742-489b-9e81-7b1528768fd8.webp,content/the-capital-at-night-captivating-sights-and-storie-01.webp,content
0c21abc5-c08a-40a4-9070-4d6c3072a9dc,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/0c21abc5-c08a-40a4-9070-4d6c3072a9dc.jpg,content/infoandservice-01.jpg,content
0c87721b-2f28-4569-8b52-fc91a4b720b5,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/0c87721b-2f28-4569-8b52-fc91a4b720b5.webp,content/7-must-see-historical-landmarks-on-a-dc-bus-tour-01.webp,content
0e56df82-d452-41a2-92f2-41c7e4be76fd,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/0e56df82-d452-41a2-92f2-41c7e4be76fd.webp,content/fun-facts-about-washington-dc-02.webp,content
0ff2fa2a-2f38-4fce-85ab-2955c706f429,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/0ff2fa2a-2f38-4fce-85ab-2955c706f429.jpg,content/dcservices-01.jpg,content
10997b3d-a62f-468c-bf2c-95e5137f0adb,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/10997b3d-a62f-468c-bf2c-95e5137f0adb.jpg,content/dc-from-above-best-viewpoints-01.jpg,content
110976ad-14c8-427e-8360-6612ffcdc744,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/110976ad-14c8-427e-8360-6612ffcdc744.jpg,content/blog-03.jpg,content
11188d86-6473-42df-9a25-60565afc3e54,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/11188d86-6473-42df-9a25-60565afc3e54.jpg,content/contact-01.jpg,content
1130f48c-8c89-41df-aaa5-1b616271d567,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/1130f48c-8c89-41df-aaa5-1b616271d567.jpg,content/memorial-day-events-washington-dc-tours-01.jpg,content
1369c15e-2844-4116-8baa-7277235e3b13,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/1369c15e-2844-4116-8baa-7277235e3b13.webp,content/day-trips-landmarks-near-washington-dc-01.webp,content
136f2eed-8ed5-44f7-9402-373bea9fca4b,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/136f2eed-8ed5-44f7-9402-373bea9fca4b.jpg,content/index-02.jpg,content
13e423c2-fa74-4495-80dc-a4d6129a53b5,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/13e423c2-fa74-4495-80dc-a4d6129a53b5.png,content/notfound-01.png,content
14f5ea5e-32ca-4f8a-81fa-147c13f69df5,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/14f5ea5e-32ca-4f8a-81fa-147c13f69df5.jpg,content/dc-night-bus-tours-moonlight-01.jpg,content
18feaab6-76cf-4b4e-8955-d8621199247f,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/18feaab6-76cf-4b4e-8955-d8621199247f.jpg,content/index-03.jpg,content
19fa6a4c-fece-4097-9403-0dd85ae922ee,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/19fa6a4c-fece-4097-9403-0dd85ae922ee.jpg,content/january-indoor-activities-01.jpg,content
1a2a2fa4-b352-401a-b50f-857213e390f5,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/1a2a2fa4-b352-401a-b50f-857213e390f5.gif,content/about-02.gif,content
1b39d5d7-e6b5-47b0-b64a-26e75194176b,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/1b39d5d7-e6b5-47b0-b64a-26e75194176b.webp,content/the-capital-at-night-captivating-sights-and-storie-02.webp,content
1bc26307-4115-4c0f-9280-de1deb1af1eb,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/1bc26307-4115-4c0f-9280-de1deb1af1eb.jpg,content/toursatnight-01.jpg,content
1cf0ee57-6583-4d9c-8e68-4de379109dc5,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/1cf0ee57-6583-4d9c-8e68-4de379109dc5.jpg,content/toursbyday-01.jpg,content
1e96306e-7bcd-4d73-b455-70b5741023cd,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23SMARTDASH/1e96306e-7bcd-4d73-b455-70b5741023cd.svg,icons/site-icon-02.svg,icons
1f1aeb99-076e-4036-910b-6190dbd98f89,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/1f1aeb99-076e-4036-910b-6190dbd98f89.webp,content/about-03.webp,content
20c0c249-5fdd-41f6-8424-e9c7e4034a5d,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/20c0c249-5fdd-41f6-8424-e9c7e4034a5d.jpg,content/privatedctours-01.jpg,content
2149ce46-b911-482c-b3da-85a4b663aaef,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/2149ce46-b911-482c-b3da-85a4b663aaef.webp,content/beat-the-heat-your-ultimate-summer-packing-guide-f-01.webp,content
223af241-4d24-4fdd-85f7-8142934ddb18,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23SMARTDASH/223af241-4d24-4fdd-85f7-8142934ddb18.svg,content/dcservices-02.svg,branding
29ac2cbb-c2bb-4cb2-af30-42f096acc122,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/29ac2cbb-c2bb-4cb2-af30-42f096acc122.jpg,content/about-04.jpg,content
2bdce05a-5976-4e92-a858-f23e8682a72a,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/2bdce05a-5976-4e92-a858-f23e8682a72a.jpg,content/presidential-legacy-tours-dc-02.jpg,content
2c25a74c-f308-4f1b-91e3-18501170725b,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/2c25a74c-f308-4f1b-91e3-18501170725b.webp,content/7-must-see-historical-landmarks-on-a-dc-bus-tour-02.webp,content
2c460c93-fc44-4533-9485-8eb3984d3874,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/2c460c93-fc44-4533-9485-8eb3984d3874.jpg,content/militaryservice-02.jpg,content
2ca29333-8956-4b17-83d3-ad81067e6de1,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/2ca29333-8956-4b17-83d3-ad81067e6de1.webp,content/blog-04.webp,content
2da2fb58-9cc6-4ab7-9c87-7f70d7dbc38b,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/2da2fb58-9cc6-4ab7-9c87-7f70d7dbc38b.webp,content/fun-facts-about-washington-dc-03.webp,content
2ef265e2-9c20-497b-9c98-7eaf7f26a39f,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/2ef265e2-9c20-497b-9c98-7eaf7f26a39f.webp,content/militaryservice-03.webp,content
2f92bda4-c8fd-4362-b3b7-31e4f9fa6320,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/2f92bda4-c8fd-4362-b3b7-31e4f9fa6320.webp,content/digging-deeper-7-interesting-facts-about-arlington-01.webp,content
30e1f440-731e-460d-99bd-9ece4b1ca26d,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/30e1f440-731e-460d-99bd-9ece4b1ca26d.jpg,content/index-04.jpg,content
3129e9fd-88bc-4822-bbb9-41fc77918ceb,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/3129e9fd-88bc-4822-bbb9-41fc77918ceb.jpg,content/training-01.jpg,content
31524544-9d61-4e0e-bf95-3106fdb9183e,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/31524544-9d61-4e0e-bf95-3106fdb9183e.jpg,content/us-capitol-secrets-facts-01.jpg,content
3369baaf-f215-40b6-96cc-293ec042c2a6,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23SMARTDASH/3369baaf-f215-40b6-96cc-293ec042c2a6.svg,icons/site-icon-03.svg,icons
35b336d3-6476-401e-a577-ea2c191ede6e,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/35b336d3-6476-401e-a577-ea2c191ede6e.webp,content/customized-adventures-exploring-dc-through-private-01.webp,content
35c62da1-468a-4c5c-9a4f-36a163654d11,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23SMARTDASH/35c62da1-468a-4c5c-9a4f-36a163654d11.svg,icons/site-icon-04.svg,icons
362577e6-fdd6-4138-9b99-126e97829f22,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/362577e6-fdd6-4138-9b99-126e97829f22.webp,content/about-05.webp,content
3d316f8b-b6a0-4926-b10e-dfe3a5275a7b,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/3d316f8b-b6a0-4926-b10e-dfe3a5275a7b.jpg,content/index-05.jpg,content
3d48ff51-f5e4-4f34-bb65-8ec4004308e4,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/3d48ff51-f5e4-4f34-bb65-8ec4004308e4.jpg,content/january-events-guide-01.jpg,content
3db6fff7-e08e-420d-acce-a8bb850fe4fe,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/3db6fff7-e08e-420d-acce-a8bb850fe4fe.webp,content/about-06.webp,content
3dbc86ed-9287-4323-bae3-88e982e15b73,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/3dbc86ed-9287-4323-bae3-88e982e15b73.jpg,content/toursatnight-02.jpg,content
3e125057-9677-43c9-b284-13007d324b04,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/3e125057-9677-43c9-b284-13007d324b04.jpg,content/privatedctours-02.jpg,content
3f45b2ec-1bda-45d0-b6e0-09d87193d482,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/3f45b2ec-1bda-45d0-b6e0-09d87193d482.jpg,content/blog-05.jpg,content
3fa6dd17-8667-4db9-bb60-e34b1298d4f7,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/3fa6dd17-8667-4db9-bb60-e34b1298d4f7.webp,content/digging-deeper-7-interesting-facts-about-arlington-02.webp,content
40ffc357-97a1-4f5a-af75-e6c31e9f36b3,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/40ffc357-97a1-4f5a-af75-e6c31e9f36b3.webp,content/smithsonian-splendors-exploring-d-c-s-museums-01.webp,content
43002c05-a5df-447a-9ff6-d1bf1b67330f,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/43002c05-a5df-447a-9ff6-d1bf1b67330f.webp,content/about-07.webp,content
43884e1b-94ea-47cb-9b58-eefb8cb5cb44,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/43884e1b-94ea-47cb-9b58-eefb8cb5cb44.webp,content/blog-06.webp,content
455af3e3-579f-4940-b9ec-e978913105b9,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/455af3e3-579f-4940-b9ec-e978913105b9.webp,content/blog-07.webp,content
45925ff6-aef0-477a-9334-1d878a2d8606,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/45925ff6-aef0-477a-9334-1d878a2d8606.jpg,content/blog-08.jpg,content
4b2ad50c-4a63-4f96-9732-88d22e34e9ac,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/4b2ad50c-4a63-4f96-9732-88d22e34e9ac.jpg,content/guided-sightseeing-bus-tours-01.jpg,content
4be22536-2be2-4691-9412-eb522bd5ead8,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/4be22536-2be2-4691-9412-eb522bd5ead8.webp,content/about-08.webp,content
4c711729-5323-4a69-963d-513601090fd0,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/4c711729-5323-4a69-963d-513601090fd0.jpg,content/washington-dc-holiday-shows-guide-01.jpg,content
4ee29c12-a690-4d1b-8f4a-e1c65168f8e2,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/4ee29c12-a690-4d1b-8f4a-e1c65168f8e2.webp,content/beat-the-heat-your-ultimate-summer-packing-guide-f-02.webp,content
4f3d8028-8fdc-4608-81d7-6f8d043c8332,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/4f3d8028-8fdc-4608-81d7-6f8d043c8332.jpg,content/mlk-day-celebration-guide-01.jpg,content
4fef36de-a5d8-472b-a2dc-51940944d2ab,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/4fef36de-a5d8-472b-a2dc-51940944d2ab.webp,content/customized-adventures-exploring-dc-through-private-02.webp,content
50a1c74c-3661-4c49-8c4b-1d1dbe5ee786,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23SMARTDASH/50a1c74c-3661-4c49-8c4b-1d1dbe5ee786.svg,icons/site-icon-05.svg,icons
50b8d9f7-edfd-4afc-9a90-c1f2c87f55ea,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/50b8d9f7-edfd-4afc-9a90-c1f2c87f55ea.jpg,content/womens-history-dctours-2025-01.jpg,content
50dfee54-75cc-4b8f-a203-dd63b5db6a57,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/50dfee54-75cc-4b8f-a203-dd63b5db6a57.jpg,content/dc-in-bloom-hidden-gardens-01.jpg,content
51ae5dcb-95e1-4e36-8dbf-43e2a488a97f,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/51ae5dcb-95e1-4e36-8dbf-43e2a488a97f.jpg,content/blog-09.jpg,content
51fed172-5003-4751-9b3c-a33bb3359072,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/51fed172-5003-4751-9b3c-a33bb3359072.jpg,content/blog-10.jpg,content
524b61af-3b9b-4001-96e1-a71468812f36,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/524b61af-3b9b-4001-96e1-a71468812f36.webp,content/blog-11.webp,content
54f723e8-8b0a-4751-8ca0-e894fd7422a6,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/54f723e8-8b0a-4751-8ca0-e894fd7422a6.jpg,content/blog-12.jpg,content
55476f1d-a20e-4915-ba8f-0a445ee22d2c,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/55476f1d-a20e-4915-ba8f-0a445ee22d2c.jpg,content/training-02.jpg,content
558b87f8-8217-4c62-b8e0-96c93222784b,https://smartdashs3120108-dev.s3.amazonaws.com/public/ORG%23DCTOURS/558b87f8-8217-4c62-b8e0-96c93222784b.jpg,content/guided-sightseeing-bus-tours-02.jpg,content
